,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
55509,Altona North,1/33 Fifth Av,3,h,630000.0,S,RT,27/11/2016,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
55512,Ardeer,44 Blanche St,3,h,707000.0,S,Douglas,27/11/2016,3022,Western Metropolitan,1281,12.8,Brimbank City Council
55515,Armadale,44 Denbigh Rd,4,h,3625000.0,S,Jellis,27/11/2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
55517,Armadale,3/769 High St,3,t,1101000.0,S,Jellis,27/11/2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
55518,Armadale,4 Mercer Rd,3,h,3512500.0,S,Marshall,27/11/2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
55521,Ascot Vale,20 Charles St,3,h,1125000.0,S,Nelson,27/11/2016,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
55522,Ascot Vale,1 East St,3,t,1000000.0,S,Nelson,27/11/2016,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
55528,Ashburton,12 Meaden St,3,h,1422000.0,S,Buxton,27/11/2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
55529,Ashburton,48 Nicholas St,5,h,1600000.0,S,Marshall,27/11/2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
55530,Ashburton,5 Taylor St,4,h,1860000.0,S,Jellis,27/11/2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
55531,Ashburton,1/7 Y St,3,t,1710000.0,S,Marshall,27/11/2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
55533,Ashwood,1/16 Raymond St,3,t,900500.0,S,Jellis,27/11/2016,3147,Southern Metropolitan,2894,10.2,Monash City Council
55537,Avondale Heights,7 Arvern Av,4,h,815000.0,S,Moonee,27/11/2016,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
55540,Avondale Heights,10 Intervale Dr,4,h,790000.0,S,Barry,27/11/2016,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
55541,Avondale Heights,328 Milleara Rd,4,h,605000.0,S,Barry,27/11/2016,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
55542,Avondale Heights,10 Skewes St,3,h,805000.0,S,Nelson,27/11/2016,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
55543,Avondale Heights,62 Skewes St,4,h,890000.0,S,Moonee,27/11/2016,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
55545,Balwyn,165 Balwyn Rd,4,h,1900000.0,S,Mandy,27/11/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
55548,Balwyn,17 Knutsford St,3,h,3401000.0,S,Jellis,27/11/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
55557,Balwyn North,3/191 Balwyn Rd,3,t,1238000.0,S,Fletchers,27/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
55558,Balwyn North,233 Balwyn Rd,3,h,1320000.0,S,Noel,27/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
55561,Balwyn North,5/133 Maud St,2,u,560000.0,S,hockingstuart,27/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
55562,Balwyn North,11 Milfay Ct,3,h,1651000.0,S,Nelson,27/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
55563,Balwyn North,23A The Boulevard,5,h,1920000.0,S,Marshall,27/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
55564,Balwyn North,123 Winfield Rd,5,h,1560000.0,S,RT,27/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
55568,Beaumaris,23 Beach Rd,4,h,1740000.0,S,McGrath,27/11/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
55569,Beaumaris,15 Coreen Av,5,h,1680000.0,S,O'Brien,27/11/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
55571,Beaumaris,16 Ozone Av,3,h,1440000.0,S,Buxton,27/11/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
55574,Bentleigh,31b Fairbank Rd,4,t,1500000.0,S,hockingstuart,27/11/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
55577,Bentleigh,8B McKittrick Rd,4,t,1320000.0,S,Buxton,27/11/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
55578,Bentleigh,99 Patterson Rd,4,h,1380000.0,S,C21,27/11/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
55580,Bentleigh,17 Smith St,6,h,1900000.0,S,hockingstuart,27/11/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
55582,Bentleigh East,30A Almurta Rd,3,t,840000.0,S,Buxton,27/11/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
55583,Bentleigh East,1/811 Centre Rd,2,h,710000.0,S,Buxton,27/11/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
55586,Bentleigh East,2/42 Gowrie St,3,h,930000.0,S,Buxton,27/11/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
55587,Bentleigh East,2/12 Hodgson Gr,3,u,790000.0,S,hockingstuart,27/11/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
55588,Bentleigh East,5 Konrad St,3,h,1040000.0,S,Hodges,27/11/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
55589,Bentleigh East,18 Patricia St,3,h,1020000.0,S,Nick,27/11/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
55591,Bentleigh East,8 Stockdale Av,5,h,1305000.0,S,Buxton,27/11/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
55592,Bentleigh East,10a Stratford Av,4,t,1235000.0,S,Buxton,27/11/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
55594,Berwick,7 Liberty Av,4,h,656000.0,S,O'Brien,27/11/2016,3806,Eastern Victoria,17093,35.2,Casey City Council
55595,Berwick,8 York Rd,4,h,740000.0,S,Harcourts,27/11/2016,3806,Eastern Victoria,17093,35.2,Casey City Council
55596,Black Rock,7 Gordon Cr,5,h,3355000.0,S,Marshall,27/11/2016,3193,Southern Metropolitan,2866,17.3,Bayside City Council
55597,Black Rock,1/1 Third St,3,u,850000.0,S,Charlton,27/11/2016,3193,Southern Metropolitan,2866,17.3,Bayside City Council
55598,Black Rock,1/23 Tulip St,3,t,1110000.0,S,Hodges,27/11/2016,3193,Southern Metropolitan,2866,17.3,Bayside City Council
55599,Blackburn,5/4 Downing St,3,u,860000.0,S,Ray,27/11/2016,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
55600,Blackburn,1 Kalka St,3,h,1470000.0,S,Allens,27/11/2016,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
55604,Blackburn South,6 Constance St,4,h,1351000.0,S,Noel,27/11/2016,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
55605,Bonbeach,77 Bondi Rd,2,h,818000.0,S,Eview,27/11/2016,3196,South-Eastern Metropolitan,2887,27.0,Kingston City Council
55606,Boronia,2/2 Joyce St,2,u,470000.0,S,Schroeder,27/11/2016,3155,Eastern Metropolitan,9704,25.0,Knox City Council
55608,Box Hill,15 Simpsons Rd,4,h,1125000.0,S,Ray,27/11/2016,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council
55609,Braybrook,29 Hampden St,3,h,680000.0,S,Barry,27/11/2016,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council
55610,Braybrook,14 Rose St,3,h,565000.0,S,Nelson,27/11/2016,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council
55611,Briar Hill,15 Pine Av,3,h,884000.0,S,Buckingham,27/11/2016,3088,Eastern Metropolitan,1390,16.1,Banyule City Council
55616,Brighton,3/198 Church St,1,u,671000.0,S,Buxton,27/11/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
55618,Brighton,9 Holmwood Av,3,h,3085000.0,S,Marshall,27/11/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
55619,Brighton,3A Huntingfield Rd,3,h,2900000.0,S,Nick,27/11/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
55620,Brighton,6c Lindsay St,3,u,1620000.0,S,Buxton,27/11/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
55622,Brighton,2 Rothesay Av,4,h,3580000.0,S,Marshall,27/11/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
55624,Brighton,7 Wilson St,3,h,3550000.0,S,Nick,27/11/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council
55627,Brighton East,1/9 Burwah Av,3,t,1470000.0,S,Biggin,27/11/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
55628,Brighton East,2/33 Cluden St,2,u,903000.0,S,Hodges,27/11/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
55631,Brighton East,9 Montgomery St,4,h,2820000.0,S,Buxton,27/11/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
55632,Brighton East,2/15 Roseberry Av,3,t,1185000.0,S,Buxton,27/11/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
55633,Brighton East,11 Summerhill Rd,2,h,1813000.0,S,Buxton,27/11/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
55634,Brighton East,28 Sunlight Cr,4,h,2175000.0,S,Marshall,27/11/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
55635,Brighton East,5 Tuxen Ct,5,h,1655000.0,S,Buxton,27/11/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
55636,Brighton East,19 Wrixon Av,4,h,2160000.0,S,hockingstuart,27/11/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council
55637,Broadmeadows,8 Academy Dr,4,h,550000.0,S,YPA,27/11/2016,3047,Northern Metropolitan,4294,14.0,Hume City Council
55638,Broadmeadows,144 Cuthbert St,3,h,643000.0,S,YPA,27/11/2016,3047,Northern Metropolitan,4294,14.0,Hume City Council
55640,Broadmeadows,3/143 Kitchener St,3,u,375000.0,S,Harcourts,27/11/2016,3047,Northern Metropolitan,4294,14.0,Hume City Council
55646,Brunswick,7 Hall St,4,h,1217000.0,S,Walshe,27/11/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
55648,Brunswick,7 Rope Wk,3,t,855000.0,S,Nelson,27/11/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
55650,Brunswick,26 Warburton St,3,h,1340000.0,S,Nelson,27/11/2016,3056,Northern Metropolitan,11918,5.2,Moreland City Council
55652,Brunswick East,192 Blyth St,3,h,1600000.0,S,Jellis,27/11/2016,3057,Northern Metropolitan,5533,4.0,Moreland City Council
55660,Bundoora,15 Botanica Bvd,4,h,880000.0,S,Ray,27/11/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
55664,Bundoora,13 Kerri St,3,h,715000.0,S,Ray,27/11/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
55665,Bundoora,5 Moore Ct,3,h,605500.0,S,Buckingham,27/11/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
55666,Bundoora,41 Redmond Ct,5,h,1340000.0,S,Barry,27/11/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
55667,Bundoora,46 Scarlet Dr,4,h,830000.0,S,Barry,27/11/2016,3083,Northern Metropolitan,10175,12.1,Banyule City Council
55669,Burnside Heights,16 Chelsea Ct,4,h,620000.0,S,Barry,27/11/2016,3023,Western Metropolitan,1686,14.8,Melton City Council
55670,Burwood,37 Fulton Cr,3,h,1495000.0,S,Noel,27/11/2016,3125,Southern Metropolitan,5678,10.4,Monash City Council
55671,Burwood,2 Octavia Ct,4,h,1485000.0,S,Woodards,27/11/2016,3125,Southern Metropolitan,5678,10.4,Monash City Council
55672,Burwood,16 Renown St,3,h,2068000.0,S,Buxton,27/11/2016,3125,Southern Metropolitan,5678,10.4,Monash City Council
55673,Burwood,445 Warrigal Rd,10,h,1960000.0,S,Kay,27/11/2016,3125,Southern Metropolitan,5678,10.4,Monash City Council
55675,Burwood East,27 Robinson Dr,3,h,880000.0,S,Buxton,27/11/2016,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
55677,Camberwell,3/595 Burke Rd,2,t,775000.0,S,hockingstuart,27/11/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
55678,Camberwell,16 Callanish Rd,3,h,2220000.0,S,Marshall,27/11/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
55681,Camberwell,29 Kalang Rd,4,h,2015000.0,S,Jellis,27/11/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
55682,Camberwell,1/28 Nevis St,2,u,700000.0,S,Marshall,27/11/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
55683,Camberwell,808 Riversdale Rd,3,h,1700000.0,S,Garvey,27/11/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
55684,Camberwell,25 Russell St,4,h,3225000.0,S,Marshall,27/11/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
55685,Camberwell,2/22 Seymour Gr,2,u,810000.0,S,Garvey,27/11/2016,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
55686,Canterbury,3/124 Canterbury Rd,2,u,685000.0,S,RT,27/11/2016,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
55689,Canterbury,1/29 Logan St,3,h,1800000.0,S,Jellis,27/11/2016,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
55690,Canterbury,35 Myrtle Rd,4,h,3145000.0,S,RW,27/11/2016,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
55692,Carlton,13/25 Barkly St,2,u,585000.0,S,Walshe,27/11/2016,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
55693,Carlton,73 Palmerston St,4,h,1162000.0,S,Woodards,27/11/2016,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
55694,Carnegie,1/58 Coorigil Rd,2,u,605000.0,S,Woodards,27/11/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
55695,Carnegie,5/33 Madden Av,2,u,492000.0,S,Bustin,27/11/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
55696,Carnegie,14 Margaret St,2,h,1300000.0,S,hockingstuart,27/11/2016,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council
55699,Carrum Downs,61 Greenwood Dr,3,h,510000.0,S,Harcourts,27/11/2016,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council
55700,Carrum Downs,3 Merso Ct,3,h,460000.0,S,Harcourts,27/11/2016,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council
55702,Chadstone,15 Grandview Rd,3,h,1460000.0,S,Buxton,27/11/2016,3148,Southern Metropolitan,3582,11.7,Monash City Council
55704,Chadstone,33 Jindabyne Av,3,h,1035000.0,S,Barry,27/11/2016,3148,Southern Metropolitan,3582,11.7,Monash City Council
55706,Chelsea,10 Baxter Ct,3,u,633500.0,S,Asset,27/11/2016,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council
55707,Chelsea,2/65 Chelsea Rd,2,u,603000.0,S,hockingstuart/hockingstuart,27/11/2016,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council
55708,Chelsea Heights,14 Teresa Ct,4,h,685000.0,S,Asset,27/11/2016,3196,South-Eastern Metropolitan,2076,27.0,Kingston City Council
55709,Chelsea Heights,4 Third Av,2,h,641000.0,S,Asset,27/11/2016,3196,South-Eastern Metropolitan,2076,27.0,Kingston City Council
55712,Cheltenham,2/29 Cox St,3,t,900000.0,S,O'Brien,27/11/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
55713,Cheltenham,27 Eveshan Rd,4,h,1480000.0,S,O'Brien,27/11/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
55716,Cheltenham,54 Herald St,3,h,945000.0,S,O'Brien,27/11/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
55717,Cheltenham,24 Kayden St,3,h,895000.0,S,Hodges,27/11/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
55718,Cheltenham,5 Moonda Gr,4,h,1200000.0,S,O'Brien,27/11/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
55719,Cheltenham,5 Norma Av,3,h,875000.0,S,Bayside,27/11/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
55720,Cheltenham,1/2 Stanley Av,2,u,630000.0,S,Biggin,27/11/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
55721,Cheltenham,40/310 Warrigal Rd,2,u,545000.0,S,Hodges,27/11/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council
55722,Clarinda,15 Rosewall Pl,3,h,695000.0,S,Buxton,27/11/2016,3169,South-Eastern Metropolitan,2727,17.5,Kingston City Council
55723,Clayton,5 Belmont Av,4,h,1380000.0,S,Harcourts,27/11/2016,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
55728,Clayton South,41 Westall Rd,3,h,900000.0,S,Buxton,27/11/2016,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
55732,Coburg,3/117 Gordon St,3,t,687000.0,S,Nelson,27/11/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
55734,Coburg,28 Rodda St,3,h,985000.0,S,Jellis,27/11/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
55736,Coburg,38 Soudan St,3,h,835000.0,S,hockingstuart,27/11/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council
55738,Coburg North,2 Carr St,3,h,970000.0,S,Jellis,27/11/2016,3058,Northern Metropolitan,3445,6.7,Darebin City Council
55739,Craigieburn,29 Burrora Wy,4,h,830000.0,S,Ray,27/11/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
55740,Craigieburn,26 Canisby Wy,4,h,599000.0,S,Ray,27/11/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
55741,Craigieburn,47 Cascade Tce,4,h,550000.0,S,RE,27/11/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
55743,Craigieburn,58 Daymar Cct,3,t,365000.0,S,Ray,27/11/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
55745,Craigieburn,22 Euphoria St,4,h,607000.0,S,Ray,27/11/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
55748,Craigieburn,5 Spurr St,3,h,427500.0,S,LJ,27/11/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
55749,Craigieburn,33 Wattleglen St,3,h,430000.0,S,RE,27/11/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council
55750,Cremorne,66 Green St,3,h,1300000.0,S,Biggin,27/11/2016,3121,Northern Metropolitan,1123,2.4,Yarra City Council
55756,Croydon,8 Webster Av,3,h,805000.0,S,Fletchers,27/11/2016,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council
55760,Dandenong,2/29 Wedge St,2,h,356000.0,S,Stockdale,27/11/2016,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council
55762,Dandenong North,3 Mark Ct,4,h,627000.0,S,Del,27/11/2016,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
55763,Dandenong North,1 Rachel St,3,h,507000.0,S,Stockdale,27/11/2016,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
55767,Dingley Village,24 Mussert Av,4,h,985500.0,S,Ray,27/11/2016,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
55768,Dingley Village,268 Spring Rd,3,h,748000.0,S,Ray,27/11/2016,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
55769,Doncaster,3/11 Frank St,4,t,973500.0,S,Ray,27/11/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
55772,Doncaster,394 Manningham Rd,3,h,1202000.0,S,Barry,27/11/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
55773,Doncaster,25 Outlook Dr,3,h,1362000.0,S,Philip,27/11/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
55775,Doncaster East,1/2 Altona Ct,4,t,1069000.0,S,Jellis,27/11/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
55776,Doncaster East,4 Brindy Cr,2,h,1290000.0,S,Barry,27/11/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
55777,Doncaster East,1/62 Leeds St,3,t,840000.0,S,Jellis,27/11/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
55778,Donvale,35 Florence Av,3,h,970000.0,S,Noel,27/11/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
55779,Donvale,40 Martha St,4,h,1040000.0,S,Jellis,27/11/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council
55782,Doveton,1 Redstart St,3,h,521000.0,S,Stockdale,27/11/2016,3177,South-Eastern Metropolitan,3533,28.8,Casey City Council
55785,Eaglemont,4/47 Sherwood Rd,3,u,1060000.0,S,hockingstuart,27/11/2016,3084,Eastern Metropolitan,1651,8.9,Banyule City Council
55786,Eaglemont,2/84 The Righi,3,u,1190000.0,S,Miles,27/11/2016,3084,Eastern Metropolitan,1651,8.9,Banyule City Council
55787,Eaglemont,13 Warne St,4,h,2012000.0,S,Nelson,27/11/2016,3084,Eastern Metropolitan,1651,8.9,Banyule City Council
55789,Edithvale,1/236 Station St,4,h,850000.0,S,Barry,27/11/2016,3196,South-Eastern Metropolitan,2546,27.0,Kingston City Council
55791,Elsternwick,275 Kooyong Rd,3,h,1605000.0,S,Biggin,27/11/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
55794,Eltham,31 Marlow Pl,4,h,956000.0,S,Barry,27/11/2016,3095,Eastern Metropolitan,6990,18.0,Banyule City Council
55796,Eltham,35 Nerreman Gwy,4,h,1205000.0,S,Barry,27/11/2016,3095,Eastern Metropolitan,6990,18.0,Banyule City Council
55797,Eltham,2/18 Swan St,3,h,1000000.0,S,Buckingham,27/11/2016,3095,Eastern Metropolitan,6990,18.0,Banyule City Council
55799,Eltham North,2 Lenkunya Ct,4,h,1180000.0,S,Buckingham,27/11/2016,3095,Eastern Metropolitan,2346,18.0,Banyule City Council
55803,Elwood,6/115 Brighton Rd,2,u,730000.0,S,Chisholm,27/11/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
55804,Elwood,10/229 Brighton Rd,2,u,526000.0,S,Chisholm,27/11/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
55805,Elwood,20 Gordon Av,2,h,1242000.0,S,McGrath,27/11/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
55807,Epping,42 Carlisle Dr,3,h,495000.0,S,hockingstuart,27/11/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
55809,Epping,63 Northumberland Dr,3,h,450000.0,S,Harcourts,27/11/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
55810,Epping,4 Peppercorn Pde,2,h,385000.0,S,hockingstuart,27/11/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
55811,Epping,40 Shaftesbury Dr,4,h,470000.0,S,hockingstuart,27/11/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
55812,Essendon,16 Cliff St,3,h,1630000.0,S,Nelson,27/11/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
55814,Essendon,2/7 Graves St,3,u,872000.0,S,Nelson,27/11/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
55816,Essendon,1/1 Thomson St,2,u,630000.0,S,Nelson,27/11/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
55817,Essendon,5/8 Violet St,2,u,440000.0,S,Brad,27/11/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
55818,Essendon,18 Washington St,5,h,1811000.0,S,Nelson,27/11/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
55819,Fairfield,189 Rathmines St,3,h,1500000.0,S,McGrath,27/11/2016,3078,Northern Metropolitan,2970,5.7,Darebin City Council
55821,Fawkner,14 Baird St,4,h,655000.0,S,Brad,27/11/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council
55826,Ferntree Gully,18 Harwell Rd,4,h,731000.0,S,Ray,27/11/2016,3156,Eastern Metropolitan,10788,24.8,Knox City Council
55828,Fitzroy,17 Bell St,4,h,4011000.0,S,Nelson,27/11/2016,3065,Northern Metropolitan,5825,2.1,Yarra City Council
55829,Fitzroy,11 Henry St,2,h,677000.0,S,Chambers,27/11/2016,3065,Northern Metropolitan,5825,2.1,Yarra City Council
55830,Fitzroy North,49 Best St,4,h,2300000.0,S,Nelson,27/11/2016,3068,Northern Metropolitan,6244,3.6,Moreland City Council
55832,Fitzroy North,717 Brunswick St,3,h,1300000.0,S,Collins,27/11/2016,3068,Northern Metropolitan,6244,3.6,Moreland City Council
55833,Fitzroy North,14 King St,3,h,1300000.0,S,hockingstuart,27/11/2016,3068,Northern Metropolitan,6244,3.6,Moreland City Council
55834,Fitzroy North,205 Scotchmer St,3,h,2150000.0,S,Nelson,27/11/2016,3068,Northern Metropolitan,6244,3.6,Moreland City Council
55835,Flemington,4 Farnham St,3,h,1115000.0,S,Nelson,27/11/2016,3031,Northern Metropolitan,3593,3.4,Melbourne City Council
55837,Footscray,483 Barkly St,3,t,781000.0,S,Jas,27/11/2016,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
55838,Footscray,1/24 Eldridge St,2,u,296000.0,S,Sweeney,27/11/2016,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
55841,Footscray,4 The Crescent,3,h,886500.0,S,Greg,27/11/2016,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council
55842,Forest Hill,2 Abelia St,4,h,1310000.0,S,Jellis,27/11/2016,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
55843,Forest Hill,4 Amber St,5,h,1170000.0,S,Noel,27/11/2016,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
55844,Forest Hill,16 Ashmore Rd,3,h,960000.0,S,Christopher,27/11/2016,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
55845,Forest Hill,64 Faulkner St,4,h,1020000.0,S,Fletchers,27/11/2016,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
55846,Frankston,1/3 Friswell Pl,2,u,561000.0,S,O'Brien,27/11/2016,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council
55847,Frankston,2/3 Friswell Pl,2,u,462500.0,S,O'Brien,27/11/2016,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council
55850,Frankston South,56 Blaxland Av,3,h,631000.0,S,hockingstuart,27/11/2016,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council
55853,Frankston South,12 Japonica Gr,3,h,620000.0,S,U,27/11/2016,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council
55854,Frankston South,38C Violet St,4,h,1240000.0,S,McEwing,27/11/2016,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council
55860,Gladstone Park,29 Trentham Dr,3,h,560000.0,S,Barry,27/11/2016,3043,Western Metropolitan,3285,12.9,Hume City Council
55863,Glen Iris,44A Beryl St,3,h,1550000.0,S,Jellis,27/11/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
55867,Glen Iris,53 Madeline St,4,h,1920000.0,S,Marshall,27/11/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
55868,Glen Iris,21 Park Rd,5,h,2100000.0,S,Jellis,27/11/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
55875,Glen Iris,15 Yeovil Rd,4,h,2950000.0,S,Kay,27/11/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
