,Suburb,Address,Rooms,Type,Price,SellerG,Postcode,Regionname,Propertycount,Distance,CouncilArea,latitude,longitude
26874,Bentleigh East,10a Stratford Av,4,t,1235000.0,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,-37.9221,145.06645
26875,Berwick,7 Liberty Av,4,h,656000.0,O'Brien,3806,Eastern Victoria,17093,35.2,Casey City Council,-37.9974,145.34640000000002
26876,Berwick,8 York Rd,4,h,740000.0,Harcourts,3806,Eastern Victoria,17093,35.2,Casey City Council,-37.9974,145.34640000000002
26877,Black Rock,7 Gordon Cr,5,h,3355000.0,Marshall,3193,Southern Metropolitan,2866,17.3,Bayside City Council,-37.9826,145.026925
26878,Black Rock,1/1 Third St,3,u,850000.0,Charlton,3193,Southern Metropolitan,2866,17.3,Bayside City Council,-37.9826,145.026925
26879,Black Rock,1/23 Tulip St,3,t,1110000.0,Hodges,3193,Southern Metropolitan,2866,17.3,Bayside City Council,-37.9826,145.026925
26880,Blackburn,5/4 Downing St,3,u,860000.0,Ray,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,-37.8232,145.150625
26881,Blackburn,1 Kalka St,3,h,1470000.0,Allens,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,-37.8232,145.150625
26882,Blackburn South,6 Constance St,4,h,1351000.0,Noel,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,-37.8232,145.150625
26883,Bonbeach,77 Bondi Rd,2,h,818000.0,Eview,3196,South-Eastern Metropolitan,2887,27.0,Kingston City Council,-38.0419,145.1232
26884,Boronia,2/2 Joyce St,2,u,470000.0,Schroeder,3155,Eastern Metropolitan,9704,25.0,Knox City Council,-37.8579,145.2834
26885,Box Hill,15 Simpsons Rd,4,h,1125000.0,Ray,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,-37.8201,145.12374
26886,Braybrook,29 Hampden St,3,h,680000.0,Barry,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,-37.7861,144.85475000000002
26887,Braybrook,14 Rose St,3,h,565000.0,Nelson,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,-37.7861,144.85475000000002
26888,Briar Hill,15 Pine Av,3,h,884000.0,Buckingham,3088,Eastern Metropolitan,1390,16.1,Banyule City Council,-37.7064,145.12347499999998
26889,Brighton,3/198 Church St,1,u,671000.0,Buxton,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
26890,Brighton,9 Holmwood Av,3,h,3085000.0,Marshall,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
26891,Brighton,3A Huntingfield Rd,3,h,2900000.0,Nick,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
26892,Brighton,6c Lindsay St,3,u,1620000.0,Buxton,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
26893,Brighton,2 Rothesay Av,4,h,3580000.0,Marshall,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
26894,Brighton,7 Wilson St,3,h,3550000.0,Nick,3186,Southern Metropolitan,10579,10.5,Bayside City Council,-37.895,145.007075
26895,Brighton East,1/9 Burwah Av,3,t,1470000.0,Biggin,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
26896,Brighton East,2/33 Cluden St,2,u,903000.0,Hodges,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
26897,Brighton East,9 Montgomery St,4,h,2820000.0,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
26898,Brighton East,2/15 Roseberry Av,3,t,1185000.0,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
26899,Brighton East,11 Summerhill Rd,2,h,1813000.0,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
26900,Brighton East,28 Sunlight Cr,4,h,2175000.0,Marshall,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
26901,Brighton East,5 Tuxen Ct,5,h,1655000.0,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
26902,Brighton East,19 Wrixon Av,4,h,2160000.0,hockingstuart,3187,Southern Metropolitan,6938,10.3,Bayside City Council,-37.9667,145.01645
26903,Broadmeadows,8 Academy Dr,4,h,550000.0,YPA,3047,Northern Metropolitan,4294,14.0,Hume City Council,-37.6838,144.9248
26904,Broadmeadows,144 Cuthbert St,3,h,643000.0,YPA,3047,Northern Metropolitan,4294,14.0,Hume City Council,-37.6838,144.9248
26905,Broadmeadows,3/143 Kitchener St,3,u,375000.0,Harcourts,3047,Northern Metropolitan,4294,14.0,Hume City Council,-37.6838,144.9248
26906,Brunswick,7 Hall St,4,h,1217000.0,Walshe,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
26907,Brunswick,7 Rope Wk,3,t,855000.0,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
26908,Brunswick,26 Warburton St,3,h,1340000.0,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,-37.7669,144.9651
26909,Brunswick East,192 Blyth St,3,h,1600000.0,Jellis,3057,Northern Metropolitan,5533,4.0,Moreland City Council,-37.7603,144.9629
26910,Bundoora,15 Botanica Bvd,4,h,880000.0,Ray,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
26911,Bundoora,13 Kerri St,3,h,715000.0,Ray,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
26912,Bundoora,5 Moore Ct,3,h,605500.0,Buckingham,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
26913,Bundoora,41 Redmond Ct,5,h,1340000.0,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
26914,Bundoora,46 Scarlet Dr,4,h,830000.0,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,-37.7156,145.05066666666667
26915,Burnside Heights,16 Chelsea Ct,4,h,620000.0,Barry,3023,Western Metropolitan,1686,14.8,Melton City Council,-37.759,144.7586142857143
26916,Burwood,37 Fulton Cr,3,h,1495000.0,Noel,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
26917,Burwood,2 Octavia Ct,4,h,1485000.0,Woodards,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
26918,Burwood,16 Renown St,3,h,2068000.0,Buxton,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
26919,Burwood,445 Warrigal Rd,10,h,1960000.0,Kay,3125,Southern Metropolitan,5678,10.4,Monash City Council,-37.8495,145.11533333333333
26920,Burwood East,27 Robinson Dr,3,h,880000.0,Buxton,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council,-37.8538,145.15015
26921,Camberwell,3/595 Burke Rd,2,t,775000.0,hockingstuart,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,-37.8248,145.07470000000004
26922,Camberwell,16 Callanish Rd,3,h,2220000.0,Marshall,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,-37.8248,145.07470000000004
26923,Camberwell,29 Kalang Rd,4,h,2015000.0,Jellis,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,-37.8248,145.07470000000004
26924,Camberwell,1/28 Nevis St,2,u,700000.0,Marshall,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,-37.8248,145.07470000000004
26925,Camberwell,808 Riversdale Rd,3,h,1700000.0,Garvey,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,-37.8248,145.07470000000004
26926,Camberwell,25 Russell St,4,h,3225000.0,Marshall,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,-37.8248,145.07470000000004
26927,Camberwell,2/22 Seymour Gr,2,u,810000.0,Garvey,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,-37.8248,145.07470000000004
26928,Canterbury,3/124 Canterbury Rd,2,u,685000.0,RT,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,-37.8248,145.07350000000002
26929,Canterbury,1/29 Logan St,3,h,1800000.0,Jellis,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,-37.8248,145.07350000000002
26930,Canterbury,35 Myrtle Rd,4,h,3145000.0,RW,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,-37.8248,145.07350000000002
26931,Carlton,13/25 Barkly St,2,u,585000.0,Walshe,3053,Northern Metropolitan,6786,1.6,Melbourne City Council,-37.8004,144.96710000000002
26932,Carlton,73 Palmerston St,4,h,1162000.0,Woodards,3053,Northern Metropolitan,6786,1.6,Melbourne City Council,-37.8004,144.96710000000002
26933,Carnegie,1/58 Coorigil Rd,2,u,605000.0,Woodards,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,-37.8895,145.058025
26934,Carnegie,5/33 Madden Av,2,u,492000.0,Bustin,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,-37.8895,145.058025
26935,Carnegie,14 Margaret St,2,h,1300000.0,hockingstuart,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,-37.8895,145.058025
26936,Carrum Downs,61 Greenwood Dr,3,h,510000.0,Harcourts,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council,-38.0698,145.1753
26937,Carrum Downs,3 Merso Ct,3,h,460000.0,Harcourts,3201,South-Eastern Metropolitan,8060,34.9,Frankston City Council,-38.0698,145.1753
26938,Chadstone,15 Grandview Rd,3,h,1460000.0,Buxton,3148,Southern Metropolitan,3582,11.7,Monash City Council,-37.8855,145.105775
26939,Chadstone,33 Jindabyne Av,3,h,1035000.0,Barry,3148,Southern Metropolitan,3582,11.7,Monash City Council,-37.8855,145.105775
26940,Chelsea,10 Baxter Ct,3,u,633500.0,Asset,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council,-38.0419,145.1232
26941,Chelsea,2/65 Chelsea Rd,2,u,603000.0,hockingstuart/hockingstuart,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council,-38.0419,145.1232
26942,Chelsea Heights,14 Teresa Ct,4,h,685000.0,Asset,3196,South-Eastern Metropolitan,2076,27.0,Kingston City Council,-38.0419,145.1232
26943,Chelsea Heights,4 Third Av,2,h,641000.0,Asset,3196,South-Eastern Metropolitan,2076,27.0,Kingston City Council,-38.0419,145.1232
26944,Cheltenham,2/29 Cox St,3,t,900000.0,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
26945,Cheltenham,27 Eveshan Rd,4,h,1480000.0,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
26946,Cheltenham,54 Herald St,3,h,945000.0,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
26947,Cheltenham,24 Kayden St,3,h,895000.0,Hodges,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
26948,Cheltenham,5 Moonda Gr,4,h,1200000.0,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
26949,Cheltenham,5 Norma Av,3,h,875000.0,Bayside,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
26950,Cheltenham,1/2 Stanley Av,2,u,630000.0,Biggin,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
26951,Cheltenham,40/310 Warrigal Rd,2,u,545000.0,Hodges,3192,Southern Metropolitan,9758,17.9,Bayside City Council,-37.9634,145.0629
26952,Clarinda,15 Rosewall Pl,3,h,695000.0,Buxton,3169,South-Eastern Metropolitan,2727,17.5,Kingston City Council,-37.9459,145.1222
26953,Clayton,5 Belmont Av,4,h,1380000.0,Harcourts,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council,-37.9052,145.1343
26954,Clayton South,41 Westall Rd,3,h,900000.0,Buxton,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,-37.9459,145.1222
26955,Coburg,3/117 Gordon St,3,t,687000.0,Nelson,3058,Northern Metropolitan,11204,6.7,Darebin City Council,-37.7269,144.9597
26956,Coburg,28 Rodda St,3,h,985000.0,Jellis,3058,Northern Metropolitan,11204,6.7,Darebin City Council,-37.7269,144.9597
26957,Coburg,38 Soudan St,3,h,835000.0,hockingstuart,3058,Northern Metropolitan,11204,6.7,Darebin City Council,-37.7269,144.9597
26958,Coburg North,2 Carr St,3,h,970000.0,Jellis,3058,Northern Metropolitan,3445,6.7,Darebin City Council,-37.7269,144.9597
26959,Craigieburn,29 Burrora Wy,4,h,830000.0,Ray,3064,Northern Metropolitan,15510,20.6,Hume City Council,-37.5476,144.93716
26960,Craigieburn,26 Canisby Wy,4,h,599000.0,Ray,3064,Northern Metropolitan,15510,20.6,Hume City Council,-37.5476,144.93716
26961,Craigieburn,47 Cascade Tce,4,h,550000.0,RE,3064,Northern Metropolitan,15510,20.6,Hume City Council,-37.5476,144.93716
26962,Craigieburn,58 Daymar Cct,3,t,365000.0,Ray,3064,Northern Metropolitan,15510,20.6,Hume City Council,-37.5476,144.93716
26963,Craigieburn,22 Euphoria St,4,h,607000.0,Ray,3064,Northern Metropolitan,15510,20.6,Hume City Council,-37.5476,144.93716
26964,Craigieburn,5 Spurr St,3,h,427500.0,LJ,3064,Northern Metropolitan,15510,20.6,Hume City Council,-37.5476,144.93716
26965,Craigieburn,33 Wattleglen St,3,h,430000.0,RE,3064,Northern Metropolitan,15510,20.6,Hume City Council,-37.5476,144.93716
26966,Cremorne,66 Green St,3,h,1300000.0,Biggin,3121,Northern Metropolitan,1123,2.4,Yarra City Council,-37.819,145.00428571428571
26967,Croydon,8 Webster Av,3,h,805000.0,Fletchers,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council,-37.7758,145.27785
26968,Dandenong,2/29 Wedge St,2,h,356000.0,Stockdale,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council,-37.9833,145.2053
26969,Dandenong North,3 Mark Ct,4,h,627000.0,Del,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,-37.9833,145.2053
26970,Dandenong North,1 Rachel St,3,h,507000.0,Stockdale,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,-37.9833,145.2053
26971,Dingley Village,24 Mussert Av,4,h,985500.0,Ray,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,-37.9807,145.1387
26972,Dingley Village,268 Spring Rd,3,h,748000.0,Ray,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,-37.9807,145.1387
26973,Doncaster,3/11 Frank St,4,t,973500.0,Ray,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,-37.7855,145.1246
26974,Doncaster,394 Manningham Rd,3,h,1202000.0,Barry,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,-37.7855,145.1246
26975,Doncaster,25 Outlook Dr,3,h,1362000.0,Philip,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,-37.7855,145.1246
26976,Doncaster East,1/2 Altona Ct,4,t,1069000.0,Jellis,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,-37.7795,145.1632
26977,Doncaster East,4 Brindy Cr,2,h,1290000.0,Barry,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,-37.7795,145.1632
26978,Doncaster East,1/62 Leeds St,3,t,840000.0,Jellis,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,-37.7795,145.1632
26979,Donvale,35 Florence Av,3,h,970000.0,Noel,3111,Eastern Metropolitan,4790,16.1,Manningham City Council,-37.7915,145.1846
26980,Donvale,40 Martha St,4,h,1040000.0,Jellis,3111,Eastern Metropolitan,4790,16.1,Manningham City Council,-37.7915,145.1846
26981,Doveton,1 Redstart St,3,h,521000.0,Stockdale,3177,South-Eastern Metropolitan,3533,28.8,Casey City Council,-37.9897,145.24335000000002
26982,Eaglemont,4/47 Sherwood Rd,3,u,1060000.0,hockingstuart,3084,Eastern Metropolitan,1651,8.9,Banyule City Council,-37.7637,145.07292
26983,Eaglemont,2/84 The Righi,3,u,1190000.0,Miles,3084,Eastern Metropolitan,1651,8.9,Banyule City Council,-37.7637,145.07292
26984,Eaglemont,13 Warne St,4,h,2012000.0,Nelson,3084,Eastern Metropolitan,1651,8.9,Banyule City Council,-37.7637,145.07292
26985,Edithvale,1/236 Station St,4,h,850000.0,Barry,3196,South-Eastern Metropolitan,2546,27.0,Kingston City Council,-38.0419,145.1232
26986,Elsternwick,275 Kooyong Rd,3,h,1605000.0,Biggin,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council,-37.8783,145.00279999999998
26987,Eltham,31 Marlow Pl,4,h,956000.0,Barry,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,-37.7133,145.15826666666666
26988,Eltham,35 Nerreman Gwy,4,h,1205000.0,Barry,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,-37.7133,145.15826666666666
26989,Eltham,2/18 Swan St,3,h,1000000.0,Buckingham,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,-37.7133,145.15826666666666
26990,Eltham North,2 Lenkunya Ct,4,h,1180000.0,Buckingham,3095,Eastern Metropolitan,2346,18.0,Banyule City Council,-37.7133,145.15826666666666
26991,Elwood,6/115 Brighton Rd,2,u,730000.0,Chisholm,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,-37.8809,144.98605
26992,Elwood,10/229 Brighton Rd,2,u,526000.0,Chisholm,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,-37.8809,144.98605
26993,Elwood,20 Gordon Av,2,h,1242000.0,McGrath,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,-37.8809,144.98605
26994,Epping,42 Carlisle Dr,3,h,495000.0,hockingstuart,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,-37.6307,145.0171
26995,Epping,63 Northumberland Dr,3,h,450000.0,Harcourts,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,-37.6307,145.0171
26996,Epping,4 Peppercorn Pde,2,h,385000.0,hockingstuart,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,-37.6307,145.0171
26997,Epping,40 Shaftesbury Dr,4,h,470000.0,hockingstuart,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,-37.6307,145.0171
26998,Essendon,16 Cliff St,3,h,1630000.0,Nelson,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,-37.7498,144.89833333333334
26999,Essendon,2/7 Graves St,3,u,872000.0,Nelson,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,-37.7498,144.89833333333334
27000,Essendon,1/1 Thomson St,2,u,630000.0,Nelson,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,-37.7498,144.89833333333334
27001,Essendon,5/8 Violet St,2,u,440000.0,Brad,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,-37.7498,144.89833333333334
27002,Essendon,18 Washington St,5,h,1811000.0,Nelson,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,-37.7498,144.89833333333334
27003,Fairfield,189 Rathmines St,3,h,1500000.0,McGrath,3078,Northern Metropolitan,2970,5.7,Darebin City Council,-37.7835,145.02435
27004,Fawkner,14 Baird St,4,h,655000.0,Brad,3060,Northern Metropolitan,5070,13.1,Hume City Council,-37.7059,144.9685
27005,Ferntree Gully,18 Harwell Rd,4,h,731000.0,Ray,3156,Eastern Metropolitan,10788,24.8,Knox City Council,-37.8963,145.28789999999998
27006,Fitzroy,17 Bell St,4,h,4011000.0,Nelson,3065,Northern Metropolitan,5825,2.1,Yarra City Council,-37.8004,144.9745
27007,Fitzroy,11 Henry St,2,h,677000.0,Chambers,3065,Northern Metropolitan,5825,2.1,Yarra City Council,-37.8004,144.9745
27008,Fitzroy North,49 Best St,4,h,2300000.0,Nelson,3068,Northern Metropolitan,6244,3.6,Moreland City Council,-37.7748,144.9898
27009,Fitzroy North,717 Brunswick St,3,h,1300000.0,Collins,3068,Northern Metropolitan,6244,3.6,Moreland City Council,-37.7748,144.9898
27010,Fitzroy North,14 King St,3,h,1300000.0,hockingstuart,3068,Northern Metropolitan,6244,3.6,Moreland City Council,-37.7748,144.9898
27011,Fitzroy North,205 Scotchmer St,3,h,2150000.0,Nelson,3068,Northern Metropolitan,6244,3.6,Moreland City Council,-37.7748,144.9898
27012,Flemington,4 Farnham St,3,h,1115000.0,Nelson,3031,Northern Metropolitan,3593,3.4,Melbourne City Council,-37.7937,144.92295
27013,Footscray,483 Barkly St,3,t,781000.0,Jas,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,-37.8062,144.89436666666666
27014,Footscray,1/24 Eldridge St,2,u,296000.0,Sweeney,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,-37.8062,144.89436666666666
27015,Footscray,4 The Crescent,3,h,886500.0,Greg,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,-37.8062,144.89436666666666
27016,Forest Hill,2 Abelia St,4,h,1310000.0,Jellis,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,-37.8387,145.17366666666666
27017,Forest Hill,4 Amber St,5,h,1170000.0,Noel,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,-37.8387,145.17366666666666
27018,Forest Hill,16 Ashmore Rd,3,h,960000.0,Christopher,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,-37.8387,145.17366666666666
27019,Forest Hill,64 Faulkner St,4,h,1020000.0,Fletchers,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,-37.8387,145.17366666666666
27020,Frankston,1/3 Friswell Pl,2,u,561000.0,O'Brien,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,-38.1278,145.13618333333332
27021,Frankston,2/3 Friswell Pl,2,u,462500.0,O'Brien,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,-38.1278,145.13618333333332
27022,Frankston South,56 Blaxland Av,3,h,631000.0,hockingstuart,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,-38.1278,145.13618333333332
27023,Frankston South,12 Japonica Gr,3,h,620000.0,U,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,-38.1278,145.13618333333332
27024,Frankston South,38C Violet St,4,h,1240000.0,McEwing,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,-38.1278,145.13618333333332
27025,Gladstone Park,29 Trentham Dr,3,h,560000.0,Barry,3043,Western Metropolitan,3285,12.9,Hume City Council,-37.7087,144.89243333333334
27026,Glen Iris,44A Beryl St,3,h,1550000.0,Jellis,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,-37.8599,145.07475
27027,Glen Iris,53 Madeline St,4,h,1920000.0,Marshall,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,-37.8599,145.07475
27028,Glen Iris,21 Park Rd,5,h,2100000.0,Jellis,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,-37.8599,145.07475
27029,Glen Iris,15 Yeovil Rd,4,h,2950000.0,Kay,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,-37.8599,145.07475
27030,Glen Waverley,6/2 Argyle Ct,3,u,744000.0,Barry,3150,Eastern Metropolitan,15321,16.7,Monash City Council,-37.8891,145.17476666666667
27031,Glen Waverley,19A Arlington Dr,5,h,2080000.0,Buxton,3150,Eastern Metropolitan,15321,16.7,Monash City Council,-37.8891,145.17476666666667
27032,Glen Waverley,53 Brynor Cr,3,h,1111000.0,Ray,3150,Eastern Metropolitan,15321,16.7,Monash City Council,-37.8891,145.17476666666667
27033,Glen Waverley,13 Nicholas Av,4,h,1130000.0,Barry,3150,Eastern Metropolitan,15321,16.7,Monash City Council,-37.8891,145.17476666666667
27034,Glenroy,4 Glenroy Rd,2,h,726335.0,Eview,3046,Northern Metropolitan,8870,11.2,Moreland City Council,-37.7175,144.92933333333335
27035,Glenroy,165 Hilton St,4,h,630000.0,Stockdale,3046,Northern Metropolitan,8870,11.2,Moreland City Council,-37.7175,144.92933333333335
27036,Glenroy,10 Justin Av,2,h,685000.0,Stockdale,3046,Northern Metropolitan,8870,11.2,Moreland City Council,-37.7175,144.92933333333335
27037,Glenroy,72 Pecham St,3,h,670000.0,Barry,3046,Northern Metropolitan,8870,11.2,Moreland City Council,-37.7175,144.92933333333335
27038,Glenroy,3/48 William St,2,h,417000.0,Stockdale,3046,Northern Metropolitan,8870,11.2,Moreland City Council,-37.7175,144.92933333333335
27039,Greensborough,251 Elder St,3,h,700000.0,Buckingham,3088,Northern Metropolitan,8524,16.1,Banyule City Council,-37.7064,145.12347499999998
27040,Greensborough,7 Hebden St,4,h,1132000.0,Morrison,3088,Northern Metropolitan,8524,16.1,Banyule City Council,-37.7064,145.12347499999998
27041,Greensborough,1/132 Henry St,3,u,580000.0,Nelson,3088,Northern Metropolitan,8524,16.1,Banyule City Council,-37.7064,145.12347499999998
27042,Greensborough,28 Jessop St,3,h,755000.0,Barry,3088,Northern Metropolitan,8524,16.1,Banyule City Council,-37.7064,145.12347499999998
27043,Greensborough,38 Melliodora Cr,5,h,1670000.0,Morrison,3088,Northern Metropolitan,8524,16.1,Banyule City Council,-37.7064,145.12347499999998
27044,Greensborough,31 Warralong Av,4,h,812500.0,Nelson,3088,Northern Metropolitan,8524,16.1,Banyule City Council,-37.7064,145.12347499999998
27045,Greenvale,4 Lamark Ct,5,h,1850000.0,Barry,3059,Northern Metropolitan,4864,20.4,Hume City Council,-37.6366,144.8919
27046,Greenvale,1/15 Wallace Dr,4,h,510000.0,Jason,3059,Northern Metropolitan,4864,20.4,Hume City Council,-37.6366,144.8919
27047,Hadfield,3 Charles St,3,h,1102000.0,Stockdale,3046,Northern Metropolitan,2606,11.2,Moreland City Council,-37.7175,144.92933333333335
27048,Hadfield,25 East St,2,h,515000.0,D'Aprano,3046,Northern Metropolitan,2606,11.2,Moreland City Council,-37.7175,144.92933333333335
27049,Hadfield,14 Sutherland St,3,h,716000.0,Nelson,3046,Northern Metropolitan,2606,11.2,Moreland City Council,-37.7175,144.92933333333335
27050,Hadfield,21 Volga St,2,h,460000.0,Barry,3046,Northern Metropolitan,2606,11.2,Moreland City Council,-37.7175,144.92933333333335
27051,Hampton,8 Lagnicourt St,4,h,2410000.0,Marshall,3188,Southern Metropolitan,5454,13.8,Bayside City Council,-37.9374,145.01819999999998
27052,Hampton,91A Linacre Rd,2,t,915500.0,Biggin,3188,Southern Metropolitan,5454,13.8,Bayside City Council,-37.9374,145.01819999999998
27053,Hampton,49 Service St,4,h,1740000.0,Marshall,3188,Southern Metropolitan,5454,13.8,Bayside City Council,-37.9374,145.01819999999998
27054,Hampton,136 Thomas St,1,h,2450000.0,Buxton,3188,Southern Metropolitan,5454,13.8,Bayside City Council,-37.9374,145.01819999999998
27055,Hampton East,2 Harry St,3,h,1195000.0,Ray,3188,Southern Metropolitan,2356,13.8,Bayside City Council,-37.9374,145.01819999999998
27056,Hampton East,11a Leith Cr,4,t,1150000.0,Buxton,3188,Southern Metropolitan,2356,13.8,Bayside City Council,-37.9374,145.01819999999998
27057,Hawthorn,10/150 Barkers Rd,2,u,715000.0,Marshall,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,-37.8344,145.03906
27058,Hawthorn,2/4 Grattan St,2,u,752000.0,Marshall,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,-37.8344,145.03906
27059,Hawthorn,12 Morang Rd,3,h,1980000.0,Jellis,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,-37.8344,145.03906
27060,Hawthorn,8B Myrtle St,2,t,1055000.0,Jellis,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,-37.8344,145.03906
27061,Hawthorn,151 Power St,4,h,1976000.0,RT,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,-37.8344,145.03906
